"id","name","role","assetType","price","lowestPrice","productId","collectibleItemId","groupId","groupName","url","created","groupSlug","gender","outfitKey"
"1613231120","1920s Gold Flower Flapper Dress","bottom","12","12","12","4451421818069139","bc766a92-0b01-4d0b-82c9-ef70af4b67b4","3211189","Style Abby","https://www.roblox.com/catalog/1613231120","2018-04-14T02:13:26.36Z","style-abby","unclassified","1920s gold flower flapper dress"
"3959283659","1900s Brown Buttoned Wool Coat [B]","bottom","12","7","7","5525769779581298","af495554-b8e4-4fda-8258-3ae126ac4b9f","3211189","Style Abby","https://www.roblox.com/catalog/3959283659","2019-09-23T03:55:16.917Z","style-abby","unclassified","1900s brown buttoned wool"
"80594095318078","SA | 50's Tennis Getup","bottom","12","7","7","1083898663379362","6f60d1f8-18dc-4a9d-a830-b775acbb0694","3211189","Style Abby","https://www.roblox.com/catalog/80594095318078","2025-02-11T20:29:59.19Z","style-abby","unclassified","sa 50 s tennis getup"
"7014571616","SA │ 60's Rhinestone Dress (Black)","bottom","12","7","7","8587733415766039","a21d097c-d29c-4887-9590-54c8b0900537","3211189","Style Abby","https://www.roblox.com/catalog/7014571616","2021-06-27T23:47:44.773Z","style-abby","unclassified","sa 60 s rhinestone dress"
"2878592737","1900s Sage Button-Up Day Dress [B]","bottom","12","8","8","4030179436072965","7a34df2c-4277-4aef-9ff7-6f12d627ac19","3211189","Style Abby","https://www.roblox.com/catalog/2878592737","2019-02-21T01:04:11.753Z","style-abby","unclassified","1900s sage button up day dress"
"6897220317","1970s ""The Taxi"" Dress [B]","bottom","12","7","7","8460587058133455","67da1cda-3d90-4679-826b-8e0e0996140e","3211189","Style Abby","https://www.roblox.com/catalog/6897220317","2021-06-01T23:40:49.687Z","style-abby","unclassified","1970s the taxi dress"
"6485224990","1910s Gray Dress Pants [B]","bottom","12","7","7","4493483804438670","cc6cab90-641a-43f1-b40e-4a1e58dd0af7","3211189","Style Abby","https://www.roblox.com/catalog/6485224990","2021-03-07T00:39:38.597Z","style-abby","unclassified","1910s gray dress"
"1065863963","1932 Chemist Career Uniform","bottom","12","5","5","7953439292316461","8739a67b-acd7-467a-abdc-8f3a4b85cdd8","3211189","Style Abby","https://www.roblox.com/catalog/1065863963","2017-09-24T03:39:47.333Z","style-abby","unclassified","1932 chemist career uniform"
"6485224996","1910s Brown Dress Pants [B]","bottom","12","7","7","4657895233795417","b9b29e2b-b8b5-4933-996f-8d59b0c8024c","3211189","Style Abby","https://www.roblox.com/catalog/6485224996","2021-03-07T00:39:38.677Z","style-abby","unclassified","1910s brown dress"
"2878813493","1900s Lively Coral Day Coat [B]","bottom","12","8","8","4774275070605034","5b8cc162-b0b2-4d27-9eb8-9efebf4d65c5","3211189","Style Abby","https://www.roblox.com/catalog/2878813493","2019-02-21T02:24:43.253Z","style-abby","unclassified","1900s lively coral day"
"941194472","1960s Blue Star Spangled Trenchcoat","bottom","12","15","15","76435099283927","b57705e9-8a96-46b5-a7ce-5778c16fe869","3211189","Style Abby","https://www.roblox.com/catalog/941194472","2017-07-26T22:52:49.013Z","style-abby","unclassified","1960s blue star spangled trenchcoat"
"894536095","1960s Tangerine Lounger","bottom","12","8","8","6013484087767345","31cc237d-f41c-465b-a370-7c6b6df64ab1","3211189","Style Abby","https://www.roblox.com/catalog/894536095","2017-07-02T04:27:40.363Z","style-abby","unclassified","1960s tangerine lounger"
"16665101828","SA | 20's The West Egg Suit","bottom","12","7","7","4385636788590809","74fa346c-e4b1-4844-aeab-41a3adcea107","3211189","Style Abby","https://www.roblox.com/catalog/16665101828","2024-03-08T10:03:26.737Z","style-abby","unclassified","sa 20 s the west egg suit"
"890313697","1960s Sand Tan Shorts","bottom","12","6","6","13777323117280","dea6b239-b574-4f55-ae18-8e1fc0edbe3b","3211189","Style Abby","https://www.roblox.com/catalog/890313697","2017-06-29T22:00:38.46Z","style-abby","unclassified","1960s sand tan"
"890313772","1960s Sand Tan Pants","bottom","12","7","7","4269340959898538","29e6cf0d-5b6f-402d-8917-90022a0e4a80","3211189","Style Abby","https://www.roblox.com/catalog/890313772","2017-06-29T22:00:41.49Z","style-abby","unclassified","1960s sand tan"
"74101979815260","SA | WW1 Silk Draped Evening Dress (Lavender)","bottom","12","7","7","3989759983179662","4e1d2697-b511-420f-8e79-b8794fda83f8","3211189","Style Abby","https://www.roblox.com/catalog/74101979815260","2025-04-29T01:54:47.88Z","style-abby","unclassified","sa ww1 silk draped evening dress"
"115002065596472","SA | WW1 Silk Draped Evening Dress (Sky)","bottom","12","7","7","2272058128701703","e2854ee3-bd35-4bb5-ac71-e20ce473f135","3211189","Style Abby","https://www.roblox.com/catalog/115002065596472","2025-04-29T02:01:29.897Z","style-abby","unclassified","sa ww1 silk draped evening dress"
"11159851836","SA | 60's Gabardine Slacks (Tan)","bottom","12","7","7","3995458130618550","aac8e8a6-e3cc-4f8f-90fd-6196b3518333","3211189","Style Abby","https://www.roblox.com/catalog/11159851836","2022-10-04T05:46:15.97Z","style-abby","unclassified","sa 60 s gabardine"
"11159858577","SA | 60's Gabardine Shorts (Sand)","bottom","12","7","7","8951183651461652","39074e87-c96b-455f-92ef-cda4975f71d1","3211189","Style Abby","https://www.roblox.com/catalog/11159858577","2022-10-04T05:48:13.75Z","style-abby","unclassified","sa 60 s gabardine"
"11159854401","SA | 60's Gabardine Slacks (Brown Plaid)","bottom","12","7","7","8311687427941105","8c8f360e-a122-44a7-b719-b9ee872f47dc","3211189","Style Abby","https://www.roblox.com/catalog/11159854401","2022-10-04T05:46:57.563Z","style-abby","unclassified","sa 60 s gabardine"
"11159850247","SA | 60's Gabardine Slacks (Light Plaid)","bottom","12","7","7","8055103753206115","28038a97-6f18-4d35-97bf-378617e9b6c0","3211189","Style Abby","https://www.roblox.com/catalog/11159850247","2022-10-04T05:45:50.043Z","style-abby","unclassified","sa 60 s gabardine"
"11159857446","SA | 60's Gabardine Shorts (Brown)","bottom","12","7","7","6911105175420793","1f512632-6f5b-4bf8-8f9c-c56190d5c8d4","3211189","Style Abby","https://www.roblox.com/catalog/11159857446","2022-10-04T05:47:53.97Z","style-abby","unclassified","sa 60 s gabardine"
"11159856687","SA | 60's Gabardine Shorts (Black)","bottom","12","7","7","7431256417319105","2b86e2ba-f748-4a28-826c-c794ed3094e9","3211189","Style Abby","https://www.roblox.com/catalog/11159856687","2022-10-04T05:47:39.89Z","style-abby","unclassified","sa 60 s gabardine"
"11159855150","SA | 60's Gabardine Slacks (Brown)","bottom","12","7","7","2279961197204244","fc4e947e-313b-43d0-a962-203d4ece54af","3211189","Style Abby","https://www.roblox.com/catalog/11159855150","2022-10-04T05:47:14.127Z","style-abby","unclassified","sa 60 s gabardine"
"11159859784","SA | 60's Gabardine Shorts (White)","bottom","12","7","7","8820780195468923","d235f8fa-3c97-4e3c-b69c-1774696eb757","3211189","Style Abby","https://www.roblox.com/catalog/11159859784","2022-10-04T05:48:28.517Z","style-abby","unclassified","sa 60 s gabardine"
"11159855763","SA | 60's Gabardine Slacks (Offwhite)","bottom","12","7","7","879617893053236","61330794-1f31-423c-baac-efd98174708e","3211189","Style Abby","https://www.roblox.com/catalog/11159855763","2022-10-04T05:47:26.67Z","style-abby","unclassified","sa 60 s gabardine"
"11159853812","SA | 60's Gabardine Slacks (Black)","bottom","12","7","7","4544225861640840","7f910ad7-0064-4652-be74-4ba49cc77bc2","3211189","Style Abby","https://www.roblox.com/catalog/11159853812","2022-10-04T05:46:45.143Z","style-abby","unclassified","sa 60 s gabardine"
"11159851312","SA | 60's Gabardine Slacks (Navy)","bottom","12","7","7","6225993958891159","9367ed42-20d7-4f2c-a693-b59661474ed1","3211189","Style Abby","https://www.roblox.com/catalog/11159851312","2022-10-04T05:46:04.613Z","style-abby","unclassified","sa 60 s gabardine"
