"groupId","groupName","outfitKey","topId","topName","topPrice","bottomId","bottomName","bottomPrice","priceTotal","topUrl","bottomUrl"
"15446013","Parkson & Co. Tailors","women s rose red formal suit","10351623081","[PARKSON] Women's Rose Red Formal Suit (Top)","10","10351644702","[PARKSON] Women's Rose Red Formal Suit (Bottom)","10","20","https://www.roblox.com/catalog/10351623081","https://www.roblox.com/catalog/10351644702"
"3211189","Style Abby","1950s tweed tan","5770034670","1950s Tweed Tan Coat [W] [T]","7","5770024215","1950s Tweed Tan Coat [W] [B]","7","14","https://www.roblox.com/catalog/5770034670","https://www.roblox.com/catalog/5770024215"
"3211189","Style Abby","1910s winter blue embroidered frock","5976088527","1910s Winter Blue Embroidered Frock [W] [T]","7","5976087420","1910s Winter Blue Embroidered Frock [W] [B]","7","14","https://www.roblox.com/catalog/5976088527","https://www.roblox.com/catalog/5976087420"
"3211189","Style Abby","sa 10 s draped sash evening gown","132056930677730","SA | 10's Draped Sash Evening Gown","7","123345644712446","SA | 10's Draped Sash Evening Gown","7","14","https://www.roblox.com/catalog/132056930677730","https://www.roblox.com/catalog/123345644712446"
"3211189","Style Abby","sa cotton house frock","9299200976","SA | Cotton House Frock (Cardinal)","7","9299198025","SA | Cotton House Frock (Cardinal)","7","14","https://www.roblox.com/catalog/9299200976","https://www.roblox.com/catalog/9299198025"
"3211189","Style Abby","1900s ocean blue bathing suit","4311169255","1900s Ocean Blue Bathing Suit [W] [T]","5","4311164647","1900s Ocean Blue Bathing Suit [W] [B]","5","10","https://www.roblox.com/catalog/4311169255","https://www.roblox.com/catalog/4311164647"
"3211189","Style Abby","1930s dusty pink belted daydress","4941892466","1930s Dusty Pink Belted Daydress [W] [T]","7","4941870621","1930s Dusty Pink Belted Daydress [W] [B]","7","14","https://www.roblox.com/catalog/4941892466","https://www.roblox.com/catalog/4941870621"
"3211189","Style Abby","1910s blue day frock","4764351331","1910s Blue Day Frock [W] [T]","10","4764352385","1910s Blue Day Frock [W] [B]","10","20","https://www.roblox.com/catalog/4764351331","https://www.roblox.com/catalog/4764352385"
"3211189","Style Abby","1900s red bowtied evening gown","3936128686","1900s Red Bowtied Evening Gown [T]","10","3936098324","1900s Red Bowtied Evening Gown [B]","10","20","https://www.roblox.com/catalog/3936128686","https://www.roblox.com/catalog/3936098324"
"3211189","Style Abby","1900s sage decorated evening gown","4513683402","1900s Sage Decorated Evening Gown [W] [T]","7","4513677294","1900s Sage Decorated Evening Gown [W] [B]","7","14","https://www.roblox.com/catalog/4513683402","https://www.roblox.com/catalog/4513677294"
